,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S
506,132.4774618,-7.63447535,989.2261204,1.790229792,396.1908909,0.001605669,0.985151929,0.017722113,0.304077998,0.678168707,0.014316142,0.003405972,1.159166025,1.268310888,1.563033186,0.999264094,0.000735906,0,15.79974586,15.79974586,11.03668273,3.337381297,0,11.99770199,0.807812324,0.889031909,396.8534943,24.05435437,5.230325144,0.129993545,0.002740703,0.000342092,2.90E-05,6.89E-06,0.036806995,0.127143561,0.224500582,11.7875383,0,0,0,-8.602098143,932.6712619,5359.797336,2.147942502,0.017722113,0.304077998,0.678168707,0.014316142,0.003405972,0.999264094,0.000735906,0,38.26680781
507,132.2107733,-7.634735902,989.1745288,1.790180811,395.0411065,0.001605592,0.985132481,0.017754497,0.304653415,0.677560854,0.014340056,0.00341444,1.158360102,1.267503429,1.566516963,0.999262328,0.000737672,0,15.83578245,15.83578245,11.05738102,3.345213568,0,12.01997734,0.807685878,0.889034866,396.7962272,24.03072346,5.22913653,0.129993545,0.002740564,0.000342064,2.91E-05,6.93E-06,0.036807037,0.12714323,0.224501234,11.7875383,0,0,0,-8.602301983,932.7203043,5359.764604,2.148276872,0.017754497,0.304653415,0.677560854,0.014340056,0.00341444,0.999262328,0.000737672,0,38.16277427
508,131.9440847,-7.634996373,989.122645,1.790131546,393.8914197,0.001605514,0.985113231,0.017787005,0.305231011,0.676950696,0.014364064,0.003422941,1.157554857,1.266696557,1.570016939,0.999260558,0.000739442,0,15.87199118,15.87199118,11.07816216,3.353076294,0,12.04234168,0.807559464,0.889037855,396.7388513,24.00710851,5.227943613,0.129993545,0.002740425,0.000342037,2.92E-05,6.97E-06,0.03680708,0.127142896,0.224501894,11.7875383,0,0,0,-8.602505824,932.7693629,5359.731682,2.14861046,0.017787005,0.305231011,0.676950696,0.014364064,0.003422941,0.999260558,0.000739442,0,38.05872276
509,131.6773961,-7.635256763,989.0704668,1.790081995,392.7418308,0.001605435,0.985094177,0.017819639,0.305810799,0.67633822,0.014388166,0.003431473,1.156750291,1.265890271,1.573533225,0.999258785,0.000741215,0,15.90837328,15.90837328,11.09902665,3.360969644,0,12.06479554,0.807433083,0.889040876,396.6813651,23.98350948,5.226746358,0.129993545,0.002740285,0.000342009,2.94E-05,7.00E-06,0.036807124,0.127142561,0.22450256,11.7875383,0,0,0,-8.602709665,932.8184378,5359.698568,2.148943259,0.017819639,0.305810799,0.67633822,0.014388166,0.003431473,0.999258785,0.000741215,0,37.95465333
510,131.4107076,-7.635517071,989.0179916,1.790032155,391.5923401,0.001605356,0.985075322,0.017852399,0.306392792,0.675723413,0.014412362,0.003440037,1.155946403,1.265084571,1.577065935,0.999257009,0.000742991,0,15.94492999,15.94492999,11.11997499,3.368893797,0,12.08733947,0.807306737,0.889043929,396.6237688,23.95992632,5.225544741,0.129993545,0.002740144,0.00034198,2.95E-05,7.04E-06,0.036807169,0.127142225,0.224503234,11.7875383,0,0,0,-8.602913506,932.867529,5359.66526,2.149275263,0.017852399,0.306392792,0.675723413,0.014412362,0.003440037,0.999257009,0.000742991,0,37.85056602
511,131.144019,-7.635777297,988.9652169,1.789982023,390.4429479,0.001605277,0.985056665,0.017885286,0.306977002,0.675106261,0.014436653,0.003448633,1.155143192,1.264279457,1.580615181,0.999255229,0.000744771,0,15.98166256,15.98166256,11.14100769,3.376848926,0,12.10997399,0.807180426,0.889047014,396.566061,23.93635899,5.224338728,0.129993545,0.002740002,0.000341952,2.96E-05,7.08E-06,0.036807215,0.127141887,0.224503914,11.7875383,0,0,0,-8.603117346,932.9166367,5359.631758,2.149606466,0.017885286,0.306977002,0.675106261,0.014436653,0.003448633,0.999255229,0.000744771,0,37.74646084
512,130.8773305,-7.63603744,988.9121402,1.789931597,389.2936545,0.001605197,0.985038205,0.017918301,0.307563443,0.67448675,0.014461039,0.003457262,1.15434066,1.263474928,1.584181079,0.999253446,0.000746554,0,16.01857226,16.01857226,11.16212525,3.384835202,0,12.13269965,0.807054152,0.889050132,396.5082403,23.91280747,5.223128281,0.129993545,0.00273986,0.000341923,2.98E-05,7.12E-06,0.036807262,0.127141547,0.224504602,11.7875383,0,0,0,-8.603321187,932.9657611,5359.59806,2.149936856,0.017918301,0.307563443,0.67448675,0.014461039,0.003457262,0.999253446,0.000746554,0,37.64233786
513,130.6106419,-7.636297498,988.8587588,1.789880875,388.1444601,0.001605117,0.985019943,0.017951445,0.308152128,0.673864868,0.014485522,0.003465923,1.153538805,1.262670985,1.587763745,0.999251659,0.000748341,0,16.05566037,16.05566037,11.18332818,3.392852807,0,12.15551701,0.806927915,0.889053283,396.4503064,23.88927169,5.221913374,0.129993545,0.002739717,0.000341895,2.99E-05,7.15E-06,0.03680731,0.127141206,0.224505297,11.7875383,0,0,0,-8.603525028,933.0149021,5359.564164,2.150266429,0.017951445,0.308152128,0.673864868,0.014485522,0.003465923,0.999251659,0.000748341,0,37.53819708
514,130.3439533,-7.636557472,988.8050702,1.789829854,386.9953652,0.001605036,0.98500188,0.017984717,0.308743068,0.6732406,0.014510101,0.003474616,1.152737629,1.261867627,1.591363296,0.999249869,0.000750131,0,16.09292816,16.09292816,11.20461701,3.400901918,0,12.17842662,0.806801717,0.889056466,396.3922583,23.86575162,5.220693972,0.129993545,0.002739573,0.000341866,3.00E-05,7.19E-06,0.03680736,0.127140863,0.224506,11.7875383,0,0,0,-8.603728869,933.0640601,5359.530067,2.150595177,0.017984717,0.308743068,0.6732406,0.014510101,0.003474616,0.999249869,0.000750131,0,37.43403857
515,130.0772648,-7.63681736,988.7510718,1.789778531,385.8463699,0.001604955,0.984984013,0.01801812,0.309336278,0.672613932,0.014534777,0.003483343,1.151937131,1.261064854,1.59497985,0.999248075,0.000751925,0,16.13037693,16.13037693,11.22599226,3.408982709,0,12.20142904,0.806675558,0.889059684,396.3340943,23.84224722,5.219470034,0.129993545,0.002739428,0.000341837,3.02E-05,7.23E-06,0.03680741,0.127140518,0.22450671,11.7875383,0,0,0,-8.603932709,933.113235,5359.49577,2.150923088,0.01801812,0.309336278,0.672613932,0.014534777,0.003483343,0.999248075,0.000751925,0,37.32986234
